DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,277,0,9,753
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,512,0,8,730
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,986,15298,17,1997
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,1003,16515,15,2215
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,954,8190,13,1702
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,662,4251,9,1088
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,522,0,8,730
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,314,0,7,858
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,1088,1781,11,1247
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,1379,9600,17,2245
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,83,0,8,100
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,93,0,9,900
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,418,0,8,770
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,551,0,10,910
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,1008,0,12,1498
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,1371,0,12,1629
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,0,1,0
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,1180,15433,15,1943
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,1859,15245,18,2378
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,548,0,8,548
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,545,0,10,953
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,719,0,9,900
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,559,0,9,559
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,608,0,10,1000
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,683,0,10,1209
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,1468,0,14,1669
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,654,2768,8,920
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,0,9,900
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,138,0,9,450
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,1,0,9,900
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,103,0,10,830
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,472,0,8,772
Amman/Marka,Commercial,Amman,,Jordan,Outgoing,Non Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,0,0,1,211
Amman/Marka,Commercial,Amman,,Jordan,Incoming,Non Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,104,0,1,121
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,139,1793,1,168
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,939,11592,13,1678
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,460,2407,8,920
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,722,0,9,1710
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,294,0,8,800
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,357,0,8,770
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,569,0,8,772
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,701,0,12,1350
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,758,0,9,981
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,780,0,13,1750
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,1124,4948,12,1557
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,947,3726,13,1549
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,601,5076,9,1053
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,156,0,8,800
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,811,0,11,1250
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,215,0,8,675
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,648,0,7,1035
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,838,5341,11,1247
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,871,6381,13,1465
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,137,0,2,137
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,184,0,8,675
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,293,0,9,753
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,323,0,5,644
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,983,0,12,1557
Amman/Queen Alia,Commercial,Amman,,Jordan,Outgoing,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,571,0,9,1135
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,1142,3173,16,2111
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,824,3957,13,1465
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,627,2473,9,1088
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,409,0,9,900
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,892,0,9,1016
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,695,0,9,1076
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,425,0,5,644
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,881,0,9,1155
Amman/Queen Alia,Commercial,Amman,,Jordan,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,730,0,12,1356
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,84,0,1,131
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,245,0,2,241
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,0,0,1,145
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,0,0,2,386
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,20687,29966,155,25303
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,17270,137322,200,23586
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,11687,0,120,15366
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,13140,0,120,15877
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,9204,0,102,13898
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,13375,115333,162,20107
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,13879,0,150,19302
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,11674,0,119,15756
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,0,0,1,184
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,141,0,1,180
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,0,0,1,121
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,15538,15948,105,19908
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,13767,17517,93,15957
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,12975,13887,149,20057
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,17038,26517,148,23325
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,11934,129274,153,20836
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,10510,111276,148,17220
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,15581,0,147,19302
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,10245,0,115,14179
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,14472,0,124,16704
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,14744,13121,105,19908
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,18871,37019,155,25303
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,18985,30759,155,26066
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,9711,76510,183,18364
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,11346,143524,157,16563
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,8027,97020,159,18751
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,11211,138978,160,17446
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,10348,53537,140,15150
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,12127,131576,164,18249
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,158,0,2,180
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,0,0,1,0
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,0,0,1,168
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,82,0,2,334
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,3,0,2,162
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,16800,12281,110,25011
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,13349,30011,136,21708
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,11567,19809,137,18109
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,18206,129092,209,26107
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,19416,140999,190,25549
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,11026,125127,158,16669
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,11457,99790,159,19175
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,12607,154511,155,20352
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,15156,115508,154,20115
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,8763,132415,150,16794
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,15245,0,132,16186
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,13806,0,119,16041
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,15511,103372,186,21538
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,9000,103630,154,16794
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,10764,100439,149,17220
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,11526,94151,153,17150
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,12732,0,123,16321
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,180,0,1,189
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,0,0,1,180
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,112
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,11093,12752,85,16076
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,19230,18219,155,26125
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,14810,99991,159,22988
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,8584,125338,146,15087
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,8861,75186,138,15150
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,14841,101915,160,18249
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,11973,113798,150,17150
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,11913,108020,138,15889
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,12146,0,123,15367
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,10349,0,114,14091
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,17156,98702,198,23446
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,11296,115744,154,17847
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,16515,97382,186,20018
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,15203,0,149,20127
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,12656,0,137,16186
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,14716,0,152,18742
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,14054,0,139,18496
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,10402,0,123,15884
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,0,5172,1,0
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,0,0,1,180
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,0,0,1,184
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,18054,27968,147,23741
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,15764,20659,155,20773
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,16364,111372,205,23100
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,19181,176476,184,24795
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,8210,0,97,11963
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,12076,7138,85,16126
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,16226,45057,146,23860
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,18031,42224,148,23902
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,16279,27227,155,20779
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,17031,99127,190,25497
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,18845,131361,185,24944
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,9017,104454,146,15087
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,12739,87171,158,20352
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,12912,0,125,16843
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,9437,0,102,13898
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,181,0,1,189
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,177,781,1,184
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,195,0,2,216
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,0,0,1,0
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,145,0,2,170
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,0,0,1,184
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,16242,37765,146,23910
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,19686,32046,150,24120
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,15658,20311,134,21279
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,20126,26868,148,23874
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,16870,134554,189,22347
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,18662,126691,185,21613
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,10632,117465,157,18382
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,16078,106761,159,20107
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,15440,0,149,20127
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,12538,0,139,18524
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,19043,38154,150,24120
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,10953,29507,150,20156
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,17012,35835,147,23750
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,16347,191316,207,23057
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,15057,103726,158,20115
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,7130,101055,153,16133
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,6675,110263,132,13416
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,11161,530,122,15366
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,13947,0,119,16041
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,0,0,1,156
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,0,0,1,131
Amsterdam,Commercial,Amsterdam,,The Netherlands,Outgoing,Non Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,80,0,1,189
Amsterdam,Commercial,Amsterdam,,The Netherlands,Incoming,Non Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,117,0,2,366
